k,regressor,VA,RMSE,r2,file_type,dynamic,feature_sel,selection_method,pearson_treshold,max_features
10,DT,V(mean),0.1367093444546304,0.16048666757045077,fusion,True,True,embedded,0.0,0
10,RF,V(mean),0.12022380494904598,0.35687463341960596,fusion,True,True,embedded,0.0,0
10,LR,A(mean),0.10044201083008544,0.6241576323416002,fusion,True,True,embedded,0.0,0
10,Lasso,A(mean),0.17102362043958103,-0.027114635076742964,fusion,True,True,embedded,0.0,0
10,ElasticNet,A(mean),0.17102362043958103,-0.027114635076742964,fusion,True,True,embedded,0.0,0
10,Ridge,A(mean),0.10044077230282811,0.6241682456310844,fusion,True,True,embedded,0.0,0
10,DT,A(mean),0.11743802560513968,0.49310382807040226,fusion,True,True,embedded,0.0,0
10,RF,A(mean),0.1217915600901824,0.4785495429419102,fusion,True,True,embedded,0.0,0
10,LR,V(std),0.08986940092132747,0.003801903247529126,fusion,True,True,embedded,0.0,0
10,Lasso,V(std),0.09151565573187517,-0.03100506406789356,fusion,True,True,embedded,0.0,0
10,ElasticNet,V(std),0.09151565573187517,-0.03100506406789356,fusion,True,True,embedded,0.0,0
10,Ridge,V(std),0.0898690614555436,0.0038097862204329314,fusion,True,True,embedded,0.0,0
10,DT,V(std),0.0987746949909403,-0.21169158517575704,fusion,True,True,embedded,0.0,0
10,RF,V(std),0.08973877582171552,0.011509480773245229,fusion,True,True,embedded,0.0,0
10,LR,A(std),0.08578343111469204,0.16617684065233704,fusion,True,True,embedded,0.0,0
10,Lasso,A(std),0.09466246958326506,-0.019682916430861952,fusion,True,True,embedded,0.0,0
10,ElasticNet,A(std),0.09466246958326506,-0.019682916430861952,fusion,True,True,embedded,0.0,0
10,Ridge,A(std),0.0857831143924345,0.16618294590736013,fusion,True,True,embedded,0.0,0
10,DT,A(std),0.09321430793827165,-0.033954663072598736,fusion,True,True,embedded,0.0,0
10,RF,A(std),0.0860085286619084,0.168536988875111,fusion,True,True,embedded,0.0,0
